,you_you,you_the,you_it,you_that,you_a,you_what,you_do,you_to,you_this,you_go,you_your,you_put,you_get,you_have,you_with,you_me,you_some,you_play,you_.,the_is,the_and,the_in,the_on,the_of,the_one,the_.,it_you,it_the,it_a,it_.,that_you,that_a,that_.,a_of,a_.,what_you,what_the,what_it,what_that,what_is,what_do,what_this,what_we,what_.,i_you,i_the,i_it,i_that,i_a,i_gonna,i_think,i_know,i_.,is_a,is_.,do_see,do_wanna,do_think,do_want,do_know,do_.,and_.,to_the,to_it,to_.,in_.,there_go,there_.,this_.,we_.,on_.,go_the,go_.,here_go,here_.,your_.,can_it,can_.,he_a,he_.,are_do,are_gonna,are_.,no_.,see_.,don't_it,don't_.,look_the,look_.,put_in,put_on,like_.,gonna_it,gonna_.,of_.,did_.,where_you,where_go,get_.,have_.,wanna_it,up_.,with_.,for_.,they_.,me_.,mommy_.,good_.,at_.,say_.,she_.,little_.,not_.,all_.,some_.,how_you,was_.,who_.,be_.,so_.,baby_.,my_.,back_.,eat_.,his_.,over_.,too_.,her_.,about_.,big_.,more_.,would_like,why_you,an_.,other_.,another_.,infname_.,oh_.,one_.,right_.,let_.,come_.,want_to,want_.,got_.,very_.,._you,._the,._it,._that,._a,._what,._i,._is,._do,._and,._in,._there,._this,._we,._on,._go,._here,._your,._can,._he,._are,._no,._see,._don't,._look,._put,._like,._gonna,._did,._where,._get,._have,._wanna,._up,._they,._me,._mommy,._good,._think,._at,._say,._she,._little,._not,._now,._all,._some,._does,._was,._who,._am,._my,._about,._would,._then,._have_to,._infname,._okay,._yeah,._one,._right,._let,._come,._want,._know,._just,._got,._else,._.,OTHER,word
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,5,0,207,65,0,0,0,27,0,0,39,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,30,0,0,1,2,1,4,2,0,2,0,1,0,6,9,0,0,0,8,0,0,16,0,2,0,0,0,1,0,0,5,0,0,5,0,0,0,1,7,0,0,7,0,7,0,0,0,1,8,1,3,16,1,8,0,6,0,4,1,0,2,0,0,0,0,1,0,6,1,2,0,0,2,2,5,0,1,12,1,0,0,0,5,1,0,2,0,0,7,1,7,0,3,0,17,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,13,2,0,0,0,0,1,0,0,250,1647,green
166,0,22,57,18,18,2,0,0,3,0,6,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,17,1,4,0,0,0,3,1,0,0,0,0,0,0,0,1,6,22,6,0,0,0,0,3,0,2,2,0,0,1,11,6,0,1,0,0,1,0,0,8,0,0,0,0,0,0,10,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,25,84,8,18,3,0,0,0,0,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,0,7,1982,pick
167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,1,0,5,0,0,0,20,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,1,0,142,0,0,19,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,41,0,0,1,0,0,4,4,6,0,368,0,5,3,16,1,2,0,13,6,13,0,0,9,32,0,12,0,0,7,0,2,1,0,0,0,1,0,19,0,5,0,0,81,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1635,home
168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,10,10,6,0,0,384,0,0,0,1,1,0,18,0,168,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,6,0,1,0,8,35,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,1,1,5,5,0,9,0,65,0,0,1,0,0,0,0,0,17,2,1,0,0,0,2,1,2,2,0,0,0,1,2,1,2,3,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,53,1,2,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,114,1530,bunny
169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5,24,3,0,1,134,0,0,0,9,1,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,1,0,1,4,0,2,6,0,2,1,0,0,6,146,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,14,0,0,109,0,0,0,2,14,0,0,10,10,0,0,14,9,0,5,0,11,4,0,185,0,1,0,2,0,3,9,0,3,19,0,0,15,3,0,85,0,0,6,0,1,6,1,0,0,0,0,0,45,4,0,1,0,0,3,0,1,0,3,0,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,2,0,0,0,0,0,144,1348,milk
170,2,1,1,0,1,0,0,10,0,0,0,0,0,0,5,0,0,0,53,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,197,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,10,0,1,56,0,0,1,0,9,3,0,6,0,0,2,0,33,4,39,0,0,2,1,0,0,2,0,0,0,0,0,0,18,2,2,0,0,0,0,0,0,0,10,22,0,0,2,1,3,5,8,2,0,1,0,3,1,0,0,4,1,0,0,1,0,0,1,2,0,1,0,0,1,1,1,2,0,0,0,24,0,0,1,0,1,0,2,0,0,4,1,0,1,0,0,10,0,3,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47,1898,walk
171,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,94,1,2,3,0,0,0,1,0,0,0,4,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,4,2295,by
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,38,12,0,0,0,9,0,0,3,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2381,new
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,64,11,1,0,226,0,0,0,1,0,0,22,0,4,0,0,1,2,30,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,18,0,1,0,0,0,0,35,0,0,0,0,0,0,5,2,0,0,0,0,1,0,1,2,0,0,48,0,0,0,1,1,0,0,1,6,0,0,0,0,0,1,0,29,2,1,17,0,0,0,0,0,47,1,0,2,4,0,0,3,5,9,18,0,0,48,41,11,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,1690,animal
174,1,99,104,17,0,0,0,0,3,0,14,0,0,0,0,1,0,0,10,0,0,0,0,1,0,1,0,2,0,56,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,8,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,30,16,25,6,0,0,0,1,0,0,6,0,0,0,0,21,2,0,1,0,0,9,1,0,5,0,0,2,0,0,0,30,0,1,0,0,0,6,1,28,7,0,0,7,0,0,1,0,3,0,0,0,7,0,2,18,0,6,6,0,0,0,0,0,0,20,0,0,0,1,0,0,3,0,0,0,0,4,0,0,1,0,0,0,9,1,162,122,19,1,4,0,0,0,1,0,0,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1301,close
175,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,43,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,0,0,0,0,0,0,7,0,3,387,0,0,1,0,3,0,0,5,0,0,7,0,9,1,73,0,0,17,1,0,0,0,0,1,0,0,1,0,78,1,0,0,0,0,0,0,0,1,8,45,1,0,9,0,0,37,0,14,5,5,0,12,10,7,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,38,1507,sleep
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2444,our
177,2,45,68,28,9,0,1,6,8,0,27,0,0,0,1,45,3,0,9,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,12,32,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,20,16,7,0,0,0,0,2,0,4,0,0,0,0,13,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,22,7,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,79,161,19,4,1,0,0,0,0,0,0,6,0,3,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1614,bring
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,62,0,0,0,1,1,0,4,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,251,109,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,30,8,0,0,0,0,0,0,0,5,25,0,0,0,1,326,3,0,0,0,0,1,0,6,1,0,0,0,4,0,0,0,0,0,2,22,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1466,school
179,0,31,94,18,4,0,0,0,10,0,18,0,0,0,0,1,0,0,19,0,0,0,1,0,0,1,1,3,1,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,3,14,1,0,0,0,0,3,1,0,0,0,0,0,0,0,33,10,18,6,0,0,0,0,0,2,0,1,0,0,0,14,5,3,1,0,0,0,5,0,58,22,0,0,0,0,0,13,4,0,0,0,0,2,0,11,0,0,1,0,1,0,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,4,65,196,17,1,2,0,0,0,0,0,0,17,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,137,1392,pull
180,0,22,15,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,19,0,0,0,0,0,2,2,0,0,0,24,0,0,4,0,2,0,0,0,0,0,0,0,0,0,5,3,10,1,1,0,0,0,1,0,18,0,0,0,0,0,0,26,13,19,9,0,0,1,5,2,1,3,0,0,0,0,5,0,0,1,0,0,11,0,0,0,0,0,1,0,0,1,10,10,2,0,0,0,15,0,4,0,0,2,2,1,2,2,0,1,1,1,2,93,0,0,4,0,11,5,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,1,6,5,27,23,9,0,3,0,0,0,3,0,1,1,0,1,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,18,1683,clean
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,7,28,21,0,836,0,0,0,0,0,0,61,0,64,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,1,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,13,36,0,5,0,0,2,0,3,1,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,1058,door
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,10,16,0,3,427,0,0,0,0,0,0,16,0,169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,0,1,9,0,3,0,0,0,0,74,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,4,0,0,6,0,0,0,0,0,0,0,3,4,0,2,0,1,0,2,1,17,0,0,4,0,0,0,3,0,0,15,0,1,6,0,1,1,2,9,1,0,0,1,3,10,1,1,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,1,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,1358,train
183,1,130,49,126,28,13,0,0,2,0,7,0,0,0,1,59,5,0,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,34,21,12,47,0,0,0,9,0,0,0,0,0,0,0,0,1,16,17,22,0,0,0,0,3,0,1,0,0,0,0,30,12,1,3,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,4,0,0,0,0,27,0,0,1,0,2,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,51,9,6,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1393,hear
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,36,20,1,1,107,0,0,0,2,0,1,22,0,111,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,15,0,3,0,2,0,3,13,0,0,0,4,0,0,0,0,2,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,59,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,1,0,0,0,2,16,1,36,3,0,0,0,0,0,0,0,4,0,0,5,0,1,6,1,0,3,0,0,0,2,3,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,23,1685,man
185,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,2,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,9,0,45,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12,2029,stay
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,0,0,0,160,0,0,0,4,0,0,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1608,much
187,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,2,0,0,0,0,10,1,1,0,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,1,2,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,5,0,14,0,0,5,0,0,0,42,0,0,0,0,0,1,99,6,7,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,1,9,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1875,fall
188,0,4,8,4,0,0,2,1,0,0,0,1,0,0,0,2,0,3,32,0,3,0,0,0,0,1,0,1,0,49,0,0,1,0,13,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,6,1,3,0,0,0,0,0,0,5,8,4,25,0,0,0,0,17,0,0,0,0,0,1,1,4,0,19,0,0,1,22,1,2,0,0,0,0,0,0,2,4,1,1,0,0,0,0,1,1,0,2,2,0,9,0,0,15,5,0,5,1,0,0,6,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,17,5,0,0,6,0,0,0,0,0,2,2,143,32,0,2,1,0,10,3,0,0,0,0,0,5,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,7,3,0,1,0,0,0,1,0,0,0,0,12,0,2,0,2,2,0,0,0,0,0,0,299,1368,stop
189,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,32,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1909,into
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,14,6,7,2,0,245,0,0,0,0,1,0,40,99,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,28,0,0,0,0,0,0,228,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,1,0,2,0,0,7,0,0,6,0,25,0,0,7,0,0,0,0,0,4,45,0,0,6,0,0,10,0,12,1,0,0,0,3,19,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,1017,cup
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,17,4,0,2,252,0,0,0,3,0,0,15,0,282,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,11,0,0,0,2,0,0,24,0,0,0,0,0,0,15,1,1,0,0,0,3,0,0,3,0,0,3,0,0,0,0,1,0,0,1,1,1,0,14,1,0,9,0,39,0,3,3,0,0,0,0,0,35,1,1,0,1,0,0,1,1,4,2,0,0,2,3,7,4,0,2,0,0,0,0,0,0,0,5,0,0,6,2,0,0,2,1,4,5,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,3,0,0,1,0,0,0,0,173,1140,duck
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,16,4,0,0,1007,0,0,0,0,0,0,15,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,21,0,5,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,18,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,6,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,835,table
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,2,3,0,184,60,1,0,0,31,1,0,58,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,31,0,0,1,3,0,3,1,0,0,0,1,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,7,0,0,4,0,0,0,4,1,0,1,1,1,3,0,1,0,0,7,0,2,6,4,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,1,4,0,0,4,1,1,0,2,9,2,0,0,0,2,0,0,2,1,0,2,0,3,0,2,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,237,1325,yellow
194,2,21,9,11,0,0,1,0,0,0,3,0,0,0,0,6,0,0,26,0,0,0,0,0,0,8,0,0,0,2,0,0,1,1,557,0,0,0,0,0,0,0,0,0,19,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,12,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,6,3,0,0,0,0,1,0,0,3,2,0,3,0,0,0,2,5,1,0,0,1,10,23,20,3,0,4,0,11,0,0,3,0,0,1,2,0,4,5,0,0,0,0,0,6,0,26,4,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,11,19,15,2,1,1,0,0,0,3,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,67,1100,kiss
