,you_you,you_the,you_it,you_that,you_a,you_what,you_do,you_to,you_this,you_go,you_your,you_put,you_get,you_have,you_with,you_me,you_some,you_play,you_.,the_is,the_and,the_in,the_on,the_of,the_one,the_.,it_you,it_the,it_a,it_.,that_you,that_a,that_.,a_of,a_.,what_you,what_the,what_it,what_that,what_is,what_do,what_this,what_we,what_.,i_you,i_the,i_it,i_that,i_a,i_gonna,i_think,i_know,i_.,is_a,is_.,do_see,do_wanna,do_think,do_want,do_know,do_.,and_.,to_the,to_it,to_.,in_.,there_go,there_.,this_.,we_.,on_.,go_the,go_.,here_go,here_.,your_.,can_it,can_.,he_a,he_.,are_do,are_gonna,are_.,no_.,see_.,don't_it,don't_.,look_the,look_.,put_in,put_on,like_.,gonna_it,gonna_.,of_.,did_.,where_you,where_go,get_.,have_.,wanna_it,up_.,with_.,for_.,they_.,me_.,mommy_.,good_.,at_.,say_.,she_.,little_.,not_.,all_.,some_.,how_you,was_.,who_.,be_.,so_.,baby_.,my_.,back_.,eat_.,his_.,over_.,too_.,her_.,about_.,big_.,more_.,would_like,why_you,an_.,other_.,another_.,infname_.,oh_.,one_.,right_.,let_.,come_.,want_to,want_.,got_.,very_.,._you,._the,._it,._that,._a,._what,._i,._is,._do,._and,._in,._there,._this,._we,._on,._go,._here,._your,._can,._he,._are,._no,._see,._don't,._look,._put,._like,._gonna,._did,._where,._get,._have,._wanna,._up,._they,._me,._mommy,._good,._think,._at,._say,._she,._little,._not,._now,._all,._some,._does,._was,._who,._am,._my,._about,._would,._then,._have_to,._infname,._okay,._yeah,._one,._right,._let,._come,._want,._know,._just,._got,._else,._.,OTHER,word
29,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,31,1,1,11,16,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,26262,of
30,59,18,513,72,115,21,40,11,15,31,2,18,73,57,32,0,2,11,817,0,0,0,0,0,0,0,44,2,0,113,22,0,0,0,0,1888,168,29,15,0,0,2,353,11,2,2,45,29,4,0,83,229,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,1,0,0,0,0,1,0,7,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,69,3,23,0,0,0,139,0,0,1,0,261,0,36,0,0,3,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,27,0,3,0,0,0,0,0,0,0,5017,146,277,82,9,9,222,1,3,0,0,0,5,395,0,4,0,39,0,389,0,0,2,0,0,2,5,0,13,0,1,1,4,0,160,0,52,2,4,0,0,220,0,4,0,4,6,0,2,1,0,2,0,0,0,1,139,0,0,1,0,0,3,0,8,0,0,0,11,11570,did
31,10,11,4,1,0,0,3,1,3,0,1,0,0,0,1,0,0,0,7,2,0,0,0,0,0,3,12,9,0,13,84,4,4,0,0,2,5,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,8,4,21,45,0,5,1,0,15,9,52,0,2,0,1,0,0,0,0,0,2,2,6,0,0,13,1,0,0,1,0,0,0,0,7,0,0,0,0,9,0,0,1,13,1,0,3,0,1,0,1,0,4,0,1,0,0,0,1,0,4,0,0,8,0,2,0,0,0,0,0,0,0,0,2,7,1,8,0,0,0,0,0,0,1167,3510,325,269,152,50,27,1950,836,0,11,17,71,61,5,2,1,1128,39,211,1565,4,0,0,1,2,0,0,1281,62,0,7,0,1,85,2,357,0,1,9,0,103,4,0,0,36,12,705,143,9,40,212,0,85,1,0,757,0,1,8,2,2,0,0,0,1,0,39,760,8915,where
32,53,294,553,197,233,7,0,162,39,0,152,0,3,0,0,63,66,0,123,0,0,0,0,0,0,0,15,4,17,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,363,134,314,26,99,0,0,0,30,5,2,0,0,0,0,0,1,7,149,181,46,0,0,0,0,36,0,286,8,0,0,0,224,20,19,19,0,0,0,0,0,24,4,0,0,0,0,0,130,54,0,2,0,0,2,0,46,0,0,0,5,4,3,0,0,0,11,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,2,0,1,0,0,78,284,158,100,81,17,0,0,0,0,55,0,19,0,44,3,2,264,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,153,0,33,9,0,0,1,0,0,0,0,0,36,60,0,0,2,0,9,1,0,0,0,9,0,0,12,2,0,0,0,0,1,0,0,12,19595,get
33,11,153,108,86,1341,11,3,2,32,0,193,4,1,1,5,2,194,13,482,0,0,0,0,0,0,0,2,2,31,13,4,7,3,0,0,91,0,0,0,0,0,0,27,0,3,174,125,88,547,0,0,0,149,13,2,0,0,0,0,0,5,0,32,42,33,0,0,1,1,264,0,3,1,0,0,0,310,25,127,96,0,0,1,0,0,21,19,0,0,0,0,0,20,59,0,4,8,0,0,0,10,0,0,0,54,0,21,0,0,0,44,0,2,0,1,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,22,0,5,0,1,1,0,0,0,0,304,6,7,8,248,12,6,0,1,0,0,0,2,11,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,77,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,17592,have
34,21,0,0,3,7,26,1105,17,0,1107,0,1295,691,170,0,0,2,1109,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,1,29,22,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,252,0,0,0,0,0,0,235,0,0,0,0,0,0,214,0,115,372,1,0,0,1,149,23,7,0,0,0,0,0,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,52,0,1,5,0,0,36,14792,wanna
35,3,1,0,1,9,1,0,20,2,2,0,0,0,0,11,0,2,1,346,0,4,0,1,0,0,0,13,8,21,1283,2,4,129,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,17,0,0,0,0,0,0,90,2,38,108,102,0,0,0,0,0,1,9,0,0,4,0,0,0,0,5,36,2,3,0,0,0,0,0,0,0,358,2,0,194,0,0,3,91,8,0,0,25,4,0,6,178,5,0,5,1,7,0,23,0,196,15,1,0,0,53,1,0,3,0,0,0,1,0,13,4,39,50,0,152,1,38,15,0,62,83,8,6,11,3,4,0,0,92,66,37,0,30,47,3,52,1,1,13,1,1,0,2,0,1,2,0,0,10,0,0,0,175,1,0,9,1,0,4,0,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,4,2,3,1,1,1,7,0,0,0,0,0,582,16964,up
36,1,22,11,24,9,1,0,0,2,0,24,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,42,71,89,27,13,10,4,0,0,2,14,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,78,14,0,1,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,11,0,7,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,11,184,2,19,242,46,0,0,0,0,0,0,13,0,0,0,0,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18,1,0,0,0,0,5,0,0,17,19,0,0,9,0,20,0,0,0,0,31,0,0,4,0,0,0,0,0,0,0,0,12,20081,with
37,2,9,3,2,42,0,0,0,4,0,10,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,462,49,95,72,119,52,97,0,2,5,1,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,2,7,109,0,0,0,0,0,0,0,0,0,0,1,0,12,38,1,2,13,12,0,4,0,0,1,0,0,1,0,15,2,0,0,0,188,230,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,11,15,1,4,1,2,0,0,0,1,0,0,1,0,8,0,1,0,1,0,0,0,0,3,0,1,2,0,0,0,0,1,1,0,11,0,0,1,0,0,0,0,62,159,3,10,79,44,4,0,1,0,0,0,10,3,1,1,1,43,0,2,0,0,1,0,3,1,1,0,0,0,0,0,0,0,2,44,17,0,0,1,0,0,1,2,7,8,12,0,0,12,0,28,1,0,0,0,44,0,0,3,5,0,0,0,0,3,0,0,15,18657,for
38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,77,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,12,3,8,2,102,4,0,0,0,0,53,1,0,0,0,0,0,31,1,0,0,17,0,0,302,302,848,0,0,0,224,1,0,0,0,0,0,0,0,56,1,115,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,23,1,2,20,12,2,0,160,0,79,5,0,1,29,199,2,8,134,0,280,4,7,272,147,32,71,201,101,1,45,224,35,9,22,0,3,25,5,13,56,0,12,171,1,289,0,0,0,0,0,5,0,15,1,66,11,3,0,0,38,1,44,24,10,112,81,0,11,15730,they
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,76,10,5,1029,13,0,0,0,0,182,0,0,0,0,0,0,0,0,2,0,0,0,3,119,0,0,0,0,6,8,24,0,0,43,0,0,0,66,3,0,2,566,806,0,18,1,0,287,6,2,0,26,1,0,0,11,8,4,0,0,0,0,9,0,34,0,0,22,0,0,0,0,1,0,1,0,5,2,0,34,0,2813,13,54,0,0,0,0,0,1,4,2,1,3,20,0,0,0,0,14,2,12,0,1,0,0,0,23,0,1,3,1,0,1,0,1,1,0,0,0,13,1,0,0,0,1,0,0,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,0,101,14459,me
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,79,10,10,4,6,289,1,1,0,42,0,0,128,0,95,0,0,0,0,3,77,0,0,6,0,0,0,0,0,0,0,0,1,2,40,0,0,0,0,0,4,49,1,0,714,2,0,34,4,2,55,0,3,1,19,145,0,4,0,0,0,0,3,14,40,0,0,0,2,3,2,47,0,0,12,3,0,17,16,6,0,13,344,322,1,15,46,7,111,145,0,5,7,2,1,0,9,4,5,2,12,41,0,1,94,9,0,39,14,6,3,0,0,3,3,4,35,11,13,3,8,6,527,9,1,0,8,5,2,2,10,24,16,109,58,102,6,4,0,2,2,29,18,0,62,1,3,0,13,13,12,103,34,418,49,2,120,44,6,0,3,1,38,1,9,1,23,2,6,28,0,4,0,88,42,3,0,1,1,17,0,7,31,0,8,3,24,7,17,84,8,56,109,0,537,11894,mommy
41,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,0,1,0,0,433,9,1,1008,0,27,0,1,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,23,7,0,0,1,3,0,6,7,0,2,0,6,0,0,0,0,0,0,15,0,0,32,36,1,0,0,0,106,0,0,0,0,0,4,5,0,0,0,0,0,8,0,4,54,1,0,26,8,7,4,1,77,2,1,5,75,0,129,208,1,1,0,3,0,1,18,1,0,1,1,0,0,0,0,0,2,244,8,3,0,0,0,1,0,1654,20,1,5,12,0,7,24,7,1,11,0,3,0,2,0,4,3,0,3,1,0,2,1,0,6,0,0,0,4,0,2,0,0,0,0,0,0,23,1,1,1,1,4,0,13,0,0,0,0,1,0,0,0,0,1,0,68,12,9,37,1,3,3,0,0,0,1,0,1677,11569,good
42,388,234,519,513,30,8,10,1,123,16,14,0,0,0,3,0,1,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1129,302,1141,989,24,1,1,0,651,0,0,0,0,0,0,0,0,3,1,0,10,0,0,0,0,2,0,0,0,0,0,0,3,1,1,6,0,0,0,0,0,246,58,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,4,0,4,0,0,0,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,85,10,64,47,2,1,32,0,0,0,0,7,13,36,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,3,0,0,16,0,0,0,3,0,0,0,0,0,0,25,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,17,9944,think
43,0,45,3,1,1,1,0,0,0,0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,62,7,13,3,2,4,0,0,0,10,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,3,45,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,11,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1745,438,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,7,3,1,2,2,0,1,0,0,0,4,28,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0,0,0,0,252,2,11,44,12,0,0,0,0,0,0,4,0,0,2,0,12,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2,0,5,0,0,1,1,0,1,3,0,0,8,0,5,1,0,0,0,11,0,0,2,7,0,0,0,0,2,0,0,5,14652,at
44,53,27,127,225,20,17,2,56,7,8,23,2,2,3,0,4,3,0,969,0,0,0,0,0,0,0,5,15,5,266,0,3,120,0,2,0,0,0,1,0,0,0,0,2,8,3,10,17,1,0,0,0,56,0,10,0,0,0,0,0,2,36,8,26,132,0,1,1,94,22,1,0,1,0,0,3,23,12,2,310,0,0,3,4,1,9,8,1,0,0,0,1,8,53,1,4,0,0,0,0,6,0,0,1,83,0,48,1,0,12,158,0,3,0,0,0,14,18,3,1,15,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,92,1,43,0,1,0,0,0,0,0,48,38,153,48,22,41,149,3,5,0,7,14,18,18,0,14,15,7,5,9,3,30,11,5,3,8,0,0,3,16,9,4,0,28,0,3,104,17,0,0,19,0,0,6,4,11,1,0,0,11,1,13,0,2,0,0,38,15,23,35,2,6,18,1,0,2,0,0,321,12624,say
45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,8,0,0,0,0,1,234,0,0,1,0,0,0,0,0,0,0,0,0,29,248,0,0,0,0,0,0,6,0,0,0,0,35,2,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,4,1,0,6,0,1,0,0,1,0,0,0,84,0,84,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,16,7,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,20,0,1,103,14,2,167,16,5,70,2,1,1,14,85,3,10,145,2,0,0,7,25,79,54,101,244,175,0,56,21,8,3,0,1,1,5,19,13,92,22,3,106,1,25,0,240,188,1,0,3,4,16,3,3,2,10,2,1,26,2,38,160,29,81,188,0,30,13745,she
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,112,22,0,0,0,14,1,0,8,22,267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,8,0,0,0,0,0,1,7,0,0,0,1,0,0,13,0,0,0,6,0,0,6,0,1,0,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,3,3,2,0,0,3,13,1,3,18,0,5,0,0,3,0,75,2,0,6,1,0,0,0,2,2,1,0,2,0,0,0,0,0,1,11,0,0,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,1,23,0,0,0,0,0,0,0,0,25,16008,little
47,5,6,0,4,66,4,16,46,1,37,0,11,31,15,1,0,0,13,94,0,0,1,0,2,0,2,6,30,356,165,4,568,42,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,69,19,2,4,4,8,23,11,1,0,0,0,0,0,3,0,14,0,0,0,0,0,1,0,3,27,32,0,17,12,2,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,3,0,0,0,0,24,3,0,0,0,1,12,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,4,1,4,0,7,0,0,0,0,0,12,97,2,99,103,5,49,0,0,1,153,23,32,0,95,6,7,18,0,0,0,6,0,0,2,0,13,31,0,0,2,1,0,9,0,19,4,15,0,18,0,0,1,6,57,15,0,0,0,0,0,17,0,0,0,0,15,2,2,9,72,1,2,0,0,10,0,0,22,13725,not
48,3,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,4,0,0,238,2,0,62,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,25,0,0,0,0,0,258,15,0,0,9,29,0,82,37,1,110,1,93,0,70,0,0,2,0,8,0,0,4,8,31,0,1,0,6,0,0,9,0,0,0,0,0,0,5,27,0,86,17,96,6,34,15,17,4,6,4,3,59,3,10,0,0,1,0,3,17,0,32,26,0,9,9,15,9,5,9,0,0,0,4,0,20,5,52,930,0,9,0,17,4,2,1083,149,276,130,3,812,344,40,94,3,3,39,57,401,3,23,32,19,91,206,22,9,49,57,80,146,1,1,5,174,31,4,3,2,78,1,40,0,0,1,15,71,0,3,23,16,6,10,2,63,0,7,1,19,4,0,91,3,0,6,2,269,42,1,0,12,0,0,422,8088,now
49,1,34,0,5,0,0,1,1,1,1,0,1,0,1,0,0,1,0,6,0,0,0,0,0,0,0,3,88,8,111,57,0,220,0,0,2,11,0,18,2,1,23,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,17,0,0,4,0,1,0,4,0,45,1,0,1,0,0,0,0,2,0,3,2,0,0,0,0,2,0,0,1,1,0,0,46,0,2,0,2,1,0,1,0,1,6,0,0,0,208,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,3,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,2,0,41,383,3,35,1,2,23,0,1,1,16,2,17,10,4,2,1,22,0,6,0,0,0,0,1,0,0,4,0,0,0,0,1,5,3,0,1,1,0,5,0,2,1,0,0,1,0,0,0,2,0,14,8,0,0,0,1,1,0,0,300,1,0,0,0,1,0,0,17,14115,all
50,1,0,1,1,1,1,0,1,0,0,0,0,0,0,3,0,3,0,74,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,13,5,0,0,0,0,0,14,0,0,6,0,0,0,30,0,0,0,0,0,0,0,4,0,8,0,0,0,0,41,43,43,0,0,1,1,0,0,59,151,0,3,5,9,0,21,3,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,24,0,1,0,3,6,0,0,0,0,0,0,0,2,0,1,0,0,0,2,167,30,0,2,0,0,0,1,28,1,1,1,0,3,5,0,0,0,0,1,0,0,0,24,0,0,0,2,0,6,0,0,1,0,6,0,0,0,0,3,1,6,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,14749,some
51,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,330,0,0,15,0,0,0,609,312,397,0,0,138,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,107,0,0,0,0,0,0,27,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,14,0,0,0,0,0,0,0,2,234,620,595,32,3,0,3,2,0,1,0,115,0,0,7,0,64,0,536,0,0,0,0,21,0,8,0,0,0,1,17,6,0,0,0,51,0,1,6,4,232,2,2,0,1,1,10,0,2,0,3,0,0,0,0,167,0,0,3,0,0,5,2,3,0,0,0,9,9733,does
52,8,0,3,4,1,0,6,76,4,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,1,150,2,5,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,194,52,88,325,19,9,32,77,695,0,3,1,18,16,2,0,0,78,161,26,401,0,0,0,0,0,0,0,432,0,1,1,0,0,9,0,2,31,0,1,0,11,2,1,2,1,0,294,45,0,19,2,3009,54,0,0,8,0,0,0,0,1,776,0,0,0,0,3,63,7421,how
53,0,0,5,0,11,0,5,0,0,2,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,15,70,310,227,6,488,62,0,0,2,123,105,282,0,0,16,0,4,0,9,0,0,48,147,119,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,212,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,24,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,13,0,0,0,1,0,0,0,10,28,300,236,6,2,21,3,1,0,0,40,9,0,0,0,0,12,0,88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,1,0,44,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,1,11210,was
54,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,2,1,49,0,0,0,0,1,0,0,7,13,9,758,0,0,100,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,60,0,0,0,7,0,1,85,2,22,21,130,0,0,0,1,0,0,9,0,0,20,0,6,0,0,124,68,0,1,2,0,0,0,0,0,0,280,0,0,0,0,0,2,68,1,0,0,6,0,1,5,83,14,0,5,2,2,0,7,0,38,0,0,0,0,16,0,0,6,0,0,0,2,0,1,0,70,28,1,418,0,36,11,0,0,14,3,0,0,0,0,0,0,8,13,6,2,6,3,0,3,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,76,11682,out
55,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,10,0,8,0,4,0,0,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,2,1,6,0,0,0,0,0,0,7,0,0,5,0,0,3,2,0,0,0,11,18,0,4,0,0,1,9,0,0,1,0,0,0,0,37,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,2,0,0,1,0,0,0,0,0,158,117,21,1624,44,20,2,1121,247,1,261,96,579,13,115,75,13,33,25,46,283,0,2,5,7,37,40,226,214,1,35,7,0,10,2,10,12,0,0,42,114,19,3,7,2,3,0,100,170,81,28,29,0,40,1,1,38,0,1,0,1,2,65,125,9,0,42,360,419,6887,who
56,2,42,0,1,82,0,3,0,1,4,1,1,0,0,4,0,0,1,15,0,0,1,0,0,0,2,3,2,19,52,2,38,31,0,2,0,1,0,0,0,0,0,0,1,0,33,0,0,7,0,0,0,11,4,0,0,0,0,0,0,2,0,49,0,159,0,0,2,10,7,0,0,0,0,0,0,0,30,12,20,0,0,1,0,0,0,1,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,0,12,7,2,0,0,1,17,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,3,0,1,42,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,14,12664,be
57,27,0,6,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,34,9,0,8,14,0,41,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,4,6,0,0,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,1,0,0,1,1,0,3,18,0,0,0,22,1,0,2,0,1,0,2,0,3,2,1,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0,490,138,153,188,6,323,301,28,34,0,5,24,45,330,5,6,17,11,16,176,18,5,5,11,5,7,3,0,16,44,3,5,0,1,146,0,24,31,2,2,1,101,3,0,54,3,2,20,1,26,9,3,0,4,33,0,49,1,6,10,2,64,8,0,0,9,0,0,154,10134,so
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,136,0,2,435,3799,41,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,8031,am
